Frequency (MHz),Level (dBm),Band Name,Peak Indicator
50.00,-105.46,Low VHF+FM
50.04,-103.72,Low VHF+FM
50.09,-100.92,Low VHF+FM
50.13,-100.17,Low VHF+FM
50.17,-104.38,Low VHF+FM
50.22,-106.88,Low VHF+FM
50.26,-107.89,Low VHF+FM
50.30,-106.90,Low VHF+FM
50.35,-103.14,Low VHF+FM
50.39,-103.79,Low VHF+FM
50.43,-104.59,Low VHF+FM
50.48,-101.92,Low VHF+FM
50.52,-100.28,Low VHF+FM
50.57,-107.12,Low VHF+FM
50.61,-103.58,Low VHF+FM
50.65,-103.13,Low VHF+FM
50.70,-100.40,Low VHF+FM
50.74,-101.56,Low VHF+FM
50.78,-100.44,Low VHF+FM
50.83,-101.17,Low VHF+FM
50.87,-104.58,Low VHF+FM
50.91,-106.35,Low VHF+FM
50.96,-105.49,Low VHF+FM
51.00,-101.38,Low VHF+FM
51.04,-102.56,Low VHF+FM
51.09,-101.05,Low VHF+FM
51.13,-106.58,Low VHF+FM
51.17,-104.05,Low VHF+FM
51.22,-102.98,Low VHF+FM
51.26,-103.78,Low VHF+FM
51.30,-101.98,Low VHF+FM
51.35,-101.05,Low VHF+FM
51.39,-107.07,Low VHF+FM
51.43,-106.05,Low VHF+FM
51.48,-106.45,Low VHF+FM
51.52,-107.02,Low VHF+FM
51.57,-107.31,Low VHF+FM
51.61,-103.32,Low VHF+FM
51.65,-102.20,Low VHF+FM
51.70,-101.54,Low VHF+FM
51.74,-103.64,Low VHF+FM
51.78,-101.44,Low VHF+FM
51.83,-102.47,Low VHF+FM
51.87,-101.82,Low VHF+FM
51.91,-105.11,Low VHF+FM
51.96,-103.43,Low VHF+FM
52.00,-101.66,Low VHF+FM
52.04,-98.94,Low VHF+FM
52.09,-106.01,Low VHF+FM
52.13,-104.09,Low VHF+FM
52.17,-100.88,Low VHF+FM
52.22,-103.90,Low VHF+FM
52.26,-101.52,Low VHF+FM
52.30,-105.03,Low VHF+FM
52.35,-101.94,Low VHF+FM
52.39,-102.03,Low VHF+FM
52.43,-101.23,Low VHF+FM
52.48,-102.86,Low VHF+FM
52.52,-106.16,Low VHF+FM
52.57,-101.61,Low VHF+FM
52.61,-101.60,Low VHF+FM
52.65,-100.08,Low VHF+FM
52.70,-97.40,Low VHF+FM
52.74,-98.71,Low VHF+FM
52.78,-96.74,Low VHF+FM
52.83,-97.39,Low VHF+FM
52.87,-99.29,Low VHF+FM
52.91,-101.65,Low VHF+FM
52.96,-100.35,Low VHF+FM
53.00,-101.49,Low VHF+FM
53.04,-97.58,Low VHF+FM
53.09,-98.90,Low VHF+FM
53.13,-100.45,Low VHF+FM
53.17,-101.03,Low VHF+FM
53.22,-101.41,Low VHF+FM
53.26,-97.71,Low VHF+FM
53.30,-102.01,Low VHF+FM
53.35,-100.89,Low VHF+FM
53.39,-102.34,Low VHF+FM
53.43,-102.28,Low VHF+FM
53.48,-102.73,Low VHF+FM
53.52,-103.77,Low VHF+FM
53.57,-99.06,Low VHF+FM
53.61,-102.91,Low VHF+FM
53.65,-100.51,Low VHF+FM
53.70,-100.25,Low VHF+FM
53.74,-98.00,Low VHF+FM
53.78,-103.59,Low VHF+FM
53.83,-100.79,Low VHF+FM
53.87,-96.54,Low VHF+FM
53.91,-96.87,Low VHF+FM
53.96,-105.64,Low VHF+FM
54.00,-96.41,Low VHF+FM
54.04,-100.62,Low VHF+FM
54.09,-100.19,Low VHF+FM
54.13,-101.99,Low VHF+FM
54.17,-101.24,Low VHF+FM
54.22,-99.17,Low VHF+FM
54.26,-101.87,Low VHF+FM
54.30,-103.15,Low VHF+FM
54.35,-101.43,Low VHF+FM
54.39,-100.27,Low VHF+FM
54.43,-101.97,Low VHF+FM
54.48,-97.43,Low VHF+FM
54.52,-100.47,Low VHF+FM
54.57,-100.21,Low VHF+FM
54.61,-103.40,Low VHF+FM
54.65,-98.92,Low VHF+FM
54.70,-103.47,Low VHF+FM
54.74,-102.93,Low VHF+FM
54.78,-101.75,Low VHF+FM
54.83,-103.66,Low VHF+FM
54.87,-107.00,Low VHF+FM
54.91,-100.77,Low VHF+FM
54.96,-100.34,Low VHF+FM
55.00,-102.30,Low VHF+FM
55.04,-104.43,Low VHF+FM
55.09,-101.29,Low VHF+FM
55.13,-100.17,Low VHF+FM
55.17,-104.01,Low VHF+FM
55.22,-100.28,Low VHF+FM
55.26,-101.51,Low VHF+FM
55.30,-100.58,Low VHF+FM
55.35,-100.46,Low VHF+FM
55.39,-98.77,Low VHF+FM
55.43,-100.04,Low VHF+FM
55.48,-103.07,Low VHF+FM
55.52,-104.63,Low VHF+FM
55.57,-104.58,Low VHF+FM
55.61,-102.58,Low VHF+FM
55.65,-100.05,Low VHF+FM
55.70,-100.92,Low VHF+FM
55.74,-103.46,Low VHF+FM
55.78,-102.14,Low VHF+FM
55.83,-100.96,Low VHF+FM
55.87,-98.74,Low VHF+FM
55.91,-103.93,Low VHF+FM
55.96,-102.75,Low VHF+FM
56.00,-99.24,Low VHF+FM
56.04,-106.45,Low VHF+FM
56.09,-103.51,Low VHF+FM
56.13,-100.87,Low VHF+FM
56.17,-98.87,Low VHF+FM
56.22,-101.60,Low VHF+FM
56.26,-102.50,Low VHF+FM
56.30,-102.31,Low VHF+FM
56.35,-102.73,Low VHF+FM
56.39,-100.26,Low VHF+FM
56.43,-103.70,Low VHF+FM
56.48,-103.68,Low VHF+FM
56.52,-98.51,Low VHF+FM
56.57,-101.24,Low VHF+FM
56.61,-103.96,Low VHF+FM
56.65,-98.67,Low VHF+FM
56.70,-103.07,Low VHF+FM
56.74,-104.12,Low VHF+FM
56.78,-101.86,Low VHF+FM
56.83,-98.58,Low VHF+FM
56.87,-98.39,Low VHF+FM
56.91,-105.47,Low VHF+FM
56.96,-103.78,Low VHF+FM
57.00,-104.34,Low VHF+FM
57.04,-101.36,Low VHF+FM
57.09,-100.55,Low VHF+FM
57.13,-102.89,Low VHF+FM
57.17,-103.67,Low VHF+FM
57.22,-98.03,Low VHF+FM
57.26,-102.19,Low VHF+FM
57.30,-105.56,Low VHF+FM
57.35,-101.68,Low VHF+FM
57.39,-103.58,Low VHF+FM
57.43,-107.20,Low VHF+FM
57.48,-105.04,Low VHF+FM
57.52,-105.59,Low VHF+FM
57.57,-108.66,Low VHF+FM
57.61,-101.86,Low VHF+FM
57.65,-101.15,Low VHF+FM
57.70,-102.93,Low VHF+FM
57.74,-101.44,Low VHF+FM
57.78,-103.57,Low VHF+FM
57.83,-102.49,Low VHF+FM
