Frequency (MHz),Level (dBm)
54.0,-96.0
54.025,-96.0
54.05,-98.8
54.075,-98.8
54.1,-96.4
54.125,-96.4
54.15,-96.9
54.175,-98.0
54.2,-98.0
54.225,-97.4
54.25,-97.4
54.275,-97.0
54.3,-97.0
54.325,-98.2
54.35,-96.4
54.375,-96.4
54.4,-99.4
54.425,-99.4
54.45,-97.9
54.475,-97.9
54.5,-98.5
54.525,-98.8
54.55,-98.8
54.575,-98.4
54.6,-98.4
54.625,-98.6
54.65,-98.6
54.675,-99.1
54.7,-98.0
54.725,-98.0
54.75,-99.4
54.775,-99.4
54.8,-100.1
54.825,-100.1
54.85,-99.5
54.875,-99.3
54.9,-99.3
54.925,-98.7
54.95,-98.7
54.975,-98.6
55.0,-97.0
55.025,-97.0
55.05,-99.0
55.075,-99.0
55.1,-100.5
55.125,-100.5
55.15,-98.1
55.175,-99.9
55.2,-99.9
55.225,-99.8
55.25,-99.8
55.275,-97.2
55.3,-97.2
55.325,-98.6
55.35,-97.6
55.375,-97.6
55.4,-98.6
55.425,-98.6
55.45,-99.6
55.475,-99.6
55.5,-98.5
55.525,-96.9
55.55,-96.9
55.575,-99.6
55.6,-99.6
55.625,-99.6
55.65,-99.6
55.675,-98.3
55.7,-99.2
55.725,-99.2
55.75,-98.4
55.775,-98.4
55.8,-100.4
55.825,-100.4
55.85,-99.9
55.875,-97.7
55.9,-97.7
55.925,-98.9
55.95,-98.9
55.975,-100.1
56.0,-101.2
56.025,-101.2
56.05,-99.3
56.075,-99.3
56.1,-98.6
56.125,-98.6
56.15,-98.3
56.175,-100.1
56.2,-100.1
56.225,-98.9
56.25,-98.9
56.275,-99.0
56.3,-99.0
56.325,-98.5
56.35,-100.2
56.375,-100.2
56.4,-99.3
56.425,-99.3
56.45,-99.4
56.475,-99.4
56.5,-98.0
56.525,-98.3
56.55,-98.3
56.575,-100.6
56.6,-100.6
56.625,-100.3
56.65,-100.3
56.675,-99.1
56.7,-99.9
56.725,-99.9
56.75,-100.2
56.775,-100.2
56.8,-98.7
56.825,-98.7
56.85,-98.0
56.875,-98.9
56.9,-98.9
56.925,-99.1
56.95,-99.1
56.975,-99.6
57.0,-99.8
57.025,-99.8
57.05,-100.7
57.075,-100.7
57.1,-99.7
57.125,-99.7
57.15,-99.5
57.175,-100.7
57.2,-100.7
57.225,-97.7
