Frequency (MHz),Level (dBm)
54.0,-99.1
54.025,-99.1
54.05,-98.1
54.075,-98.1
54.1,-97.8
54.125,-97.8
54.15,-100.1
54.175,-98.3
54.2,-98.3
54.225,-98.1
54.25,-98.1
54.275,-99.5
54.3,-99.5
54.325,-98.1
54.35,-97.6
54.375,-97.6
54.4,-97.3
54.425,-97.3
54.45,-98.7
54.475,-98.7
54.5,-100.3
54.525,-97.6
54.55,-97.6
54.575,-98.1
54.6,-98.1
54.625,-98.3
54.65,-98.3
54.675,-99.0
54.7,-100.4
54.725,-100.4
54.75,-98.3
54.775,-98.3
54.8,-99.9
54.825,-99.9
54.85,-100.4
54.875,-99.9
54.9,-99.9
54.925,-99.9
54.95,-99.9
54.975,-99.2
55.0,-98.7
55.025,-98.7
55.05,-99.4
55.075,-99.4
55.1,-99.4
55.125,-99.4
55.15,-99.4
55.175,-99.6
55.2,-99.6
55.225,-101.9
55.25,-101.9
55.275,-99.2
55.3,-99.2
55.325,-100.4
55.35,-98.7
55.375,-98.7
55.4,-99.2
55.425,-99.2
55.45,-98.1
55.475,-98.1
55.5,-97.9
55.525,-97.7
55.55,-97.7
55.575,-99.4
55.6,-98.9
55.625,-97.0
55.65,-97.0
55.675,-98.5
55.7,-101.0
55.725,-101.0
55.75,-98.9
55.775,-98.9
55.8,-99.4
55.825,-99.4
55.85,-99.6
55.875,-101.2
55.9,-101.2
55.925,-100.1
55.95,-100.1
55.975,-98.7
56.0,-100.2
56.025,-100.2
56.05,-98.6
56.075,-98.6
56.1,-99.1
56.125,-99.1
56.15,-101.6
56.175,-99.3
56.2,-99.3
56.225,-100.1
56.25,-100.1
56.275,-100.8
56.3,-100.8
56.325,-101.1
56.35,-99.9
56.375,-99.9
56.4,-98.9
56.425,-98.9
56.45,-99.3
56.475,-99.3
56.5,-99.7
56.525,-100.1
56.55,-100.1
56.575,-98.6
56.6,-98.6
56.625,-101.7
56.65,-101.7
56.675,-99.9
56.7,-101.0
56.725,-101.0
56.75,-98.6
56.775,-98.6
56.8,-100.4
56.825,-100.4
56.85,-98.5
56.875,-100.1
56.9,-100.1
56.925,-99.6
56.95,-99.6
56.975,-100.2
57.0,-100.1
57.025,-100.1
57.05,-100.7
57.075,-100.7
57.1,-97.1
57.125,-97.1
57.15,-100.1
57.175,-100.1
57.2,-100.1
57.225,-101.3
57.25,-101.3
57.275,-99.5
57.3,-99.5
57.325,-99.5
57.35,-100.2
57.375,-100.2
57.4,-98.3
57.425,-98.3
57.45,-101.3
57.475,-101.3
57.5,-98.4
57.525,-99.8
57.55,-99.8
57.575,-99.2
57.6,-99.2
57.625,-96.9
57.65,-96.9
57.675,-98.9
57.7,-100.6
57.725,-100.6
57.75,-97.4
57.775,-97.4
57.8,-100.5
57.825,-100.5
57.85,-100.8
57.875,-100.4
57.9,-100.4
57.925,-99.2
57.95,-99.2
57.975,-99.1
58.0,-101.1
58.025,-101.1
58.05,-100.1
58.075,-100.1
58.1,-99.6
58.125,-99.6
58.15,-98.9
58.175,-100.5
58.2,-100.5
58.225,-98.0
58.25,-98.0
58.275,-99.9
58.3,-99.9
58.325,-100.1
58.35,-99.7
58.375,-99.7
58.4,-99.9
58.425,-99.9
58.45,-97.8
58.475,-97.8
58.5,-99.3
58.525,-98.4
58.55,-98.4
58.575,-100.0
58.6,-100.0
58.625,-99.7
58.65,-99.7
58.675,-98.2
58.7,-100.1
58.725,-100.1
58.75,-99.7
58.775,-99.7
58.8,-97.9
58.825,-97.9
58.85,-99.8
58.875,-98.5
58.9,-98.5
58.925,-100.2
58.95,-100.2
58.975,-97.4
59.0,-100.2
59.025,-100.2
59.05,-97.4
59.075,-97.4
59.1,-99.2
59.125,-99.2
59.15,-97.4
59.175,-101.0
59.2,-101.0
59.225,-97.3
59.25,-97.3
59.275,-99.3
59.3,-99.3
59.325,-100.1
59.35,-98.3
59.375,-98.3
59.4,-99.6
59.425,-99.6
59.45,-99.9
59.475,-99.9
59.5,-98.5
59.525,-99.0
59.55,-99.0
59.575,-99.0
59.6,-99.0
59.625,-97.9
59.65,-97.9
59.675,-99.1
59.7,-99.9
59.725,-99.9
59.75,-98.4
59.775,-98.4
59.8,-97.2
59.825,-97.2
59.85,-96.0
59.875,-97.2
59.9,-97.2
59.925,-96.2
59.95,-96.2
59.975,-96.5
60.0,-95.9
60.025,-95.9
60.05,-95.8
60.075,-95.8
60.1,-94.2
60.125,-94.2
60.15,-92.9
60.175,-96.5
60.2,-96.5
60.225,-95.9
60.25,-95.9
60.275,-95.7
60.3,-95.7
60.325,-94.7
60.35,-95.5
60.375,-95.5
60.4,-96.5
60.425,-96.5
60.45,-94.9
60.475,-94.9
60.5,-96.9
60.525,-95.3
60.55,-95.3
60.575,-95.3
60.6,-95.3
60.625,-94.7
60.65,-94.7
60.675,-95.9
60.7,-94.9
60.725,-94.9
60.75,-92.3
60.775,-92.3
60.8,-94.8
60.825,-94.8
60.85,-93.8
60.875,-93.7
60.9,-93.7
60.925,-93.4
60.95,-93.4
60.975,-93.0
61.0,-94.6
61.025,-94.6
61.05,-94.2
61.075,-94.2
61.1,-93.7
61.125,-93.7
61.15,-94.3
61.175,-96.2
